162   5   1   1   1,23456790123457
162   4   1   1   1,23456790123457
161   2   1   1   1,24223602484472
160   2   1   1   1,25
160   4   1   1   1,25
160   4   1   1   1,25
160   6   1   1   1,25
159   2   1   1   1,25786163522013
159   3   1   1   1,25786163522013
159   2   1   1   1,25786163522013
159   4   1   1   1,25786163522013
159   5   1   1   1,25786163522013
158   2   1   1   1,26582278481013
158   5   1   1   1,26582278481013
158   7   1   1   1,26582278481013
157   2   1   1   1,27388535031847
157   3   1   1   1,27388535031847
157   5   1   1   1,27388535031847
156   2   1   1   1,28205128205128
156   4   1   1   1,28205128205128
156   6   1   1   1,28205128205128
156   2   1   1   1,28205128205128
156   7   1   1   1,28205128205128
155   2   1   1   1,29032258064516
155   3   1   1   1,29032258064516
154   2   1   1   1,2987012987013
153   2   1   1   1,30718954248366
153   4   1   1   1,30718954248366
153   2   1   1   1,30718954248366
152   2   1   1   1,31578947368421
152   3   1   1   1,31578947368421
152   3   1   1   1,31578947368421
152   4   1   1   1,31578947368421
152   6   1   1   1,31578947368421
151   2   1   1   1,32450331125828
151   5   1   1   1,32450331125828
151   6   1   1   1,32450331125828
150   2   1   1   1,33333333333333
150   7   1   1   1,33333333333333
149   2   1   1   1,34228187919463
149   3   1   1   1,34228187919463
149   4   1   1   1,34228187919463
148   2   1   1   1,35135135135135
148   3   1   1   1,35135135135135
148   4   1   1   1,35135135135135
148   6   1   1   1,35135135135135
148   7   1   1   1,35135135135135
147   2   1   1   1,36054421768707
147   3   1   1   1,36054421768707
146   2   1   1   1,36986301369863
146   6   1   1   1,36986301369863
145   2   1   1   1,37931034482759
145   3   1   1   1,37931034482759
145   4   1   1   1,37931034482759
145   5   1   1   1,37931034482759
145   4   1   1   1,37931034482759
145   2   1   1   1,37931034482759
144   2   1   1   1,38888888888889
144   3   1   1   1,38888888888889
144   6   1   1   1,38888888888889
143   2   1   1   1,3986013986014
143   4   1   1   1,3986013986014
143   5   1   1   1,3986013986014
143   7   1   1   1,3986013986014
143   7   1   1   1,3986013986014
142   2   1   1   1,40845070422535
142   4   1   1   1,40845070422535
142   6   1   1   1,40845070422535
141   2   1   1   1,41843971631206
141   3   1   1   1,41843971631206
140   2   1   1   1,42857142857143
140   3   1   1   1,42857142857143
140   3   1   1   1,42857142857143
140   5   1   1   1,42857142857143
139   2   1   1   1,43884892086331
139   5   1   1   1,43884892086331
139   2   1   1   1,43884892086331
138   2   1   1   1,44927536231884
137   2   1   1   1,45985401459854
137   5   1   1   1,45985401459854
136   2   1   1   1,47058823529412
135   2   1   1   1,48148148148148
135   4   1   1   1,48148148148148
135   7   1   1   1,48148148148148
134   2   1   1   1,49253731343284
133   2   1   1   1,50375939849624
133   4   1   1   1,50375939849624
133   4   1   1   1,50375939849624
133   5   1   1   1,50375939849624
133   6   1   1   1,50375939849624
132   2   1   1   1,51515151515152
132   5   1   1   1,51515151515152
131   2   1   1   1,52671755725191
131   6   1   1   1,52671755725191
131   7   1   1   1,52671755725191
130   3   1   1   1,53846153846154
130   6   1   1   1,53846153846154
130   2   1   1   1,53846153846154
129   2   1   1   1,55038759689922
129   5   1   1   1,55038759689922
129   5   1   1   1,55038759689922
128   2   1   1   1,5625
128   3   1   1   1,5625
128   4   1   1   1,5625
128   6   1   1   1,5625
128   7   1   1   1,5625
127   2   1   1   1,5748031496063
127   3   1   1   1,5748031496063
126   2   1   1   1,58730158730159
126   4   1   1   1,58730158730159
125   2   1   1   1,6
125   4   1   1   1,6
125   5   1   1   1,6
124   2   1   1   1,61290322580645
124   6   1   1   1,61290322580645
124   7   1   1   1,61290322580645
123   2   1   1   1,6260162601626
123   6   1   1   1,6260162601626
122   2   1   1   1,63934426229508
122   3   1   1   1,63934426229508
122   4   1   1   1,63934426229508
122   7   1   1   1,63934426229508
122   2   1   1   1,63934426229508
122   3   1   1   1,63934426229508
122   2   1   1   1,63934426229508
121   2   1   1   1,65289256198347
121   3   1   1   1,65289256198347
121   4   1   1   1,65289256198347
121   5   1   1   1,65289256198347
121   2   1   1   1,65289256198347
121   2   1   1   1,65289256198347
120   2   1   1   1,66666666666667
120   3   1   1   1,66666666666667
120   6   1   1   1,66666666666667
120   5   1   1   1,66666666666667
119   2   1   1   1,68067226890756
119   4   1   1   1,68067226890756
118   2   1   1   1,69491525423729
118   5   1   1   1,69491525423729
118   2   1   1   1,69491525423729
118   3   1   1   1,69491525423729
118   4   1   1   1,69491525423729
117   2   1   1   1,70940170940171
117   5   1   1   1,70940170940171
117   7   1   1   1,70940170940171
117   4   1   1   1,70940170940171
117   6   1   1   1,70940170940171
117   7   1   1   1,70940170940171
116   2   1   1   1,72413793103448
116   4   1   1   1,72413793103448
116   7   1   1   1,72413793103448
115   2   1   1   1,73913043478261
115   3   1   1   1,73913043478261
115   4   1   1   1,73913043478261
115   7   1   1   1,73913043478261
115   4   1   1   1,73913043478261
115   4   1   1   1,73913043478261
115   3   1   1   1,73913043478261
115   3   1   1   1,73913043478261
115   5   1   1   1,73913043478261
115   3   1   1   1,73913043478261
115   3   1   1   1,73913043478261
114   2   1   1   1,75438596491228
113   2   1   1   1,76991150442478
113   6   1   1   1,76991150442478
112   2   1   1   1,78571428571429
112   5   1   1   1,78571428571429
112   4   1   1   1,78571428571429
112   5   1   1   1,78571428571429
112   2   1   1   1,78571428571429
112   3   1   1   1,78571428571429
112   4   1   1   1,78571428571429
111   2   1   1   1,8018018018018
111   4   1   1   1,8018018018018
111   6   1   1   1,8018018018018
110   2   1   1   1,81818181818182
110   4   1   1   1,81818181818182
110   4   1   1   1,81818181818182
109   2   1   1   1,8348623853211
109   2   1   1   1,8348623853211
108   2   1   1   1,85185185185185
108   6   1   1   1,85185185185185
107   2   1   1   1,86915887850467
106   2   1   1   1,88679245283019
106   2   1   1   1,88679245283019
105   2   1   1   1,9047619047619
105   4   1   1   1,9047619047619
105   4   1   1   1,9047619047619
105   5   1   1   1,9047619047619
105   6   1   1   1,9047619047619
105   4   1   1   1,9047619047619
105   4   1   1   1,9047619047619
105   2   1   1   1,9047619047619
105   6   1   1   1,9047619047619
105   3   1   1   1,9047619047619
105   4   1   1   1,9047619047619
104   2   1   1   1,92307692307692
104   3   1   1   1,92307692307692
104   2   1   1   1,92307692307692
104   2   1   1   1,92307692307692
104   4   1   1   1,92307692307692
104   5   1   1   1,92307692307692
104   6   1   1   1,92307692307692
104   2   1   1   1,92307692307692
104   3   1   1   1,92307692307692
103   2   1   1   1,94174757281553
103   3   1   1   1,94174757281553
103   4   1   1   1,94174757281553
102   2   1   1   1,96078431372549
101   2   1   1   1,98019801980198
101   4   1   1   1,98019801980198
101   7   1   1   1,98019801980198
101   4   1   1   1,98019801980198
101   5   1   1   1,98019801980198
101   3   1   1   1,98019801980198
100   2   1   2   2
100   3   1   2   2
100   7   1   2   2
100   3   1   2   2
99   2   1   2   2,02020202020202
99   3   1   2   2,02020202020202
98   2   1   2   2,04081632653061
98   4   1   2   2,04081632653061
98   5   1   2   2,04081632653061
97   4   1   2   2,06185567010309
97   7   1   2   2,06185567010309
96   4   1   2   2,08333333333333
96   7   1   2   2,08333333333333
95   2   1   2   2,10526315789474
95   6   1   2   2,10526315789474
95   2   1   2   2,10526315789474
95   4   1   2   2,10526315789474
95   3   1   2   2,10526315789474
95   4   1   2   2,10526315789474
95   4   1   2   2,10526315789474
94   2   1   2   2,12765957446809
94   3   1   2   2,12765957446809
94   4   1   2   2,12765957446809
94   2   1   2   2,12765957446809
93   2   1   2   2,1505376344086
93   4   1   2   2,1505376344086
93   3   1   2   2,1505376344086
92   3   1   2   2,17391304347826
92   4   1   2   2,17391304347826
92   7   1   2   2,17391304347826
92   6   1   2   2,17391304347826
92   4   1   2   2,17391304347826
91   2   1   2   2,1978021978022
91   4   1   2   2,1978021978022
91   2   1   2   2,1978021978022
91   2   1   2   2,1978021978022
90   3   1   2   2,22222222222222
90   5   1   2   2,22222222222222
90   7   1   2   2,22222222222222
90   2   1   2   2,22222222222222
89   2   1   2   2,24719101123596
89   5   1   2   2,24719101123596
89   6   1   2   2,24719101123596
89   2   1   2   2,24719101123596
89   3   1   2   2,24719101123596
89   2   1   2   2,24719101123596
88   2   1   2   2,27272727272727
88   3   1   2   2,27272727272727
87   4   1   2   2,29885057471264
87   5   1   2   2,29885057471264
87   6   1   2   2,29885057471264
86   2   1   2   2,32558139534884
86   5   1   2   2,32558139534884
86   6   1   2   2,32558139534884
86   2   1   2   2,32558139534884
86   7   1   2   2,32558139534884
86   5   1   2   2,32558139534884
85   2   1   2   2,35294117647059
85   3   1   2   2,35294117647059
85   2   1   2   2,35294117647059
85   5   1   2   2,35294117647059
84   2   1   2   2,38095238095238
84   4   1   2   2,38095238095238
84   6   1   2   2,38095238095238
84   7   1   2   2,38095238095238
83   2   1   2   2,40963855421687
83   3   1   2   2,40963855421687
83   5   1   2   2,40963855421687
83   4   1   2   2,40963855421687
83   7   1   2   2,40963855421687
83   2   1   2   2,40963855421687
83   3   1   2   2,40963855421687
83   7   1   2   2,40963855421687
82   2   1   2   2,4390243902439
82   4   1   2   2,4390243902439
82   5   1   2   2,4390243902439
82   4   1   2   2,4390243902439
81   2   1   2   2,46913580246914
81   3   1   2   2,46913580246914
81   4   1   2   2,46913580246914
81   5   1   2   2,46913580246914
81   7   1   2   2,46913580246914
81   2   1   2   2,46913580246914
81   2   1   2   2,46913580246914
81   4   1   2   2,46913580246914
81   2   1   2   2,46913580246914
81   3   1   2   2,46913580246914
81   2   1   2   2,46913580246914
81   5   1   2   2,46913580246914
81   7   1   2   2,46913580246914
81   4   1   2   2,46913580246914
81   4   1   2   2,46913580246914
81   5   1   2   2,46913580246914
81   6   1   2   2,46913580246914
81   2   1   2   2,46913580246914
81   4   1   2   2,46913580246914
80   2   1   2   2,5
80   3   1   2   2,5
80   7   1   2   2,5
79   2   1   2   2,53164556962025
78   2   1   2   2,56410256410256
78   4   1   2   2,56410256410256
78   2   1   2   2,56410256410256
77   2   1   2   2,5974025974026
77   4   1   2   2,5974025974026
77   5   1   2   2,5974025974026
76   2   1   2   2,63157894736842
76   4   1   2   2,63157894736842
76   5   1   2   2,63157894736842
75   2   1   2   2,66666666666667
74   2   1   2   2,7027027027027
74   6   1   2   2,7027027027027
74   3   1   2   2,7027027027027
74   6   1   2   2,7027027027027
74   2   1   2   2,7027027027027
74   4   1   2   2,7027027027027
74   5   1   2   2,7027027027027
73   4   1   2   2,73972602739726
73   5   1   2   2,73972602739726
73   2   1   2   2,73972602739726
73   3   1   2   2,73972602739726
73   4   1   2   2,73972602739726
73   4   1   2   2,73972602739726
73   6   1   2   2,73972602739726
73   2   1   2   2,73972602739726
73   2   1   2   2,73972602739726
73   3   1   2   2,73972602739726
73   4   1   2   2,73972602739726
72   2   1   2   2,77777777777778
72   4   1   2   2,77777777777778
72   2   1   2   2,77777777777778
72   6   1   2   2,77777777777778
72   7   1   2   2,77777777777778
71   2   1   2   2,8169014084507
71   4   1   2   2,8169014084507
70   2   1   2   2,85714285714286
70   4   1   2   2,85714285714286
70   2   1   2   2,85714285714286
69   2   1   2   2,89855072463768
69   2   1   2   2,89855072463768
68   2   1   2   2,94117647058824
68   3   1   2   2,94117647058824
68   5   1   2   2,94117647058824
68   4   1   2   2,94117647058824
68   6   1   2   2,94117647058824
67   2   1   2   2,98507462686567
67   4   1   2   2,98507462686567
67   5   1   2   2,98507462686567
67   2   1   2   2,98507462686567
67   2   1   2   2,98507462686567
67   5   1   2   2,98507462686567
67   4   1   2   2,98507462686567
66   2   1   3   3,03030303030303
66   6   1   3   3,03030303030303
66   4   1   3   3,03030303030303
65   2   1   3   3,07692307692308
65   4   1   3   3,07692307692308
65   2   1   3   3,07692307692308
64   2   1   3   3,125
64   7   1   3   3,125
63   2   1   3   3,17460317460317
63   2   1   3   3,17460317460317
63   7   1   3   3,17460317460317
63   4   1   3   3,17460317460317
63   2   1   3   3,17460317460317
63   2   1   3   3,17460317460317
63   5   1   3   3,17460317460317
63   2   1   3   3,17460317460317
63   4   1   3   3,17460317460317
63   6   1   3   3,17460317460317
63   5   1   3   3,17460317460317
63   6   1   3   3,17460317460317
63   2   1   3   3,17460317460317
63   4   1   3   3,17460317460317
63   7   1   3   3,17460317460317
63   4   1   3   3,17460317460317
62   2   1   3   3,2258064516129
62   4   1   3   3,2258064516129
62   3   1   3   3,2258064516129
61   2   1   3   3,27868852459016
61   4   1   3   3,27868852459016
61   5   1   3   3,27868852459016
61   6   1   3   3,27868852459016
61   6   1   3   3,27868852459016
61   4   1   3   3,27868852459016
60   2   1   3   3,33333333333333
60   3   1   3   3,33333333333333
60   4   1   3   3,33333333333333
60   5   1   3   3,33333333333333
60   5   1   3   3,33333333333333
60   4   1   3   3,33333333333333
60   5   1   3   3,33333333333333
60   2   1   3   3,33333333333333
59   2   1   3   3,38983050847458
59   3   1   3   3,38983050847458
59   4   1   3   3,38983050847458
59   5   1   3   3,38983050847458
59   3   1   3   3,38983050847458
59   4   1   3   3,38983050847458
58   2   1   3   3,44827586206897
58   4   1   3   3,44827586206897
58   5   1   3   3,44827586206897
58   2   1   3   3,44827586206897
58   5   1   3   3,44827586206897
58   4   1   3   3,44827586206897
58   2   1   3   3,44827586206897
58   4   1   3   3,44827586206897
57   2   1   3   3,50877192982456
57   3   1   3   3,50877192982456
57   5   1   3   3,50877192982456
57   3   1   3   3,50877192982456
57   2   1   3   3,50877192982456
57   3   1   3   3,50877192982456
57   4   1   3   3,50877192982456
56   2   1   3   3,57142857142857
56   6   1   3   3,57142857142857
56   4   1   3   3,57142857142857
55   2   1   3   3,63636363636364
55   4   1   3   3,63636363636364
55   7   1   3   3,63636363636364
54   2   1   3   3,7037037037037
54   3   1   3   3,7037037037037
54   5   1   3   3,7037037037037
54   3   1   3   3,7037037037037
54   3   1   3   3,7037037037037
54   5   1   3   3,7037037037037
54   4   1   3   3,7037037037037
53   2   1   3   3,77358490566038
53   4   1   3   3,77358490566038
53   4   1   3   3,77358490566038
53   5   1   3   3,77358490566038
53   2   1   3   3,77358490566038
53   2   1   3   3,77358490566038
53   3   1   3   3,77358490566038
53   2   1   3   3,77358490566038
53   7   1   3   3,77358490566038
53   4   1   3   3,77358490566038
53   2   1   3   3,77358490566038
53   6   1   3   3,77358490566038
53   6   1   3   3,77358490566038
53   4   1   3   3,77358490566038
53   2   1   3   3,77358490566038
53   6   1   3   3,77358490566038
53   7   1   3   3,77358490566038
53   4   1   3   3,77358490566038
52   2   1   3   3,84615384615385
52   3   1   3   3,84615384615385
52   5   1   3   3,84615384615385
52   4   1   3   3,84615384615385
52   6   1   3   3,84615384615385
52   7   1   3   3,84615384615385
52   5   1   3   3,84615384615385
51   2   1   3   3,92156862745098
50   2   1   4   4
50   7   1   4   4
49   2   1   4   4,08163265306122
49   3   1   4   4,08163265306122
49   4   1   4   4,08163265306122
49   6   1   4   4,08163265306122
49   4   1   4   4,08163265306122
49   5   1   4   4,08163265306122
49   6   1   4   4,08163265306122
49   3   1   4   4,08163265306122
49   6   1   4   4,08163265306122
49   3   1   4   4,08163265306122
48   4   1   4   4,16666666666667
48   7   1   4   4,16666666666667
48   5   1   4   4,16666666666667
48   5   1   4   4,16666666666667
47   2   1   4   4,25531914893617
47   5   1   4   4,25531914893617
47   7   1   4   4,25531914893617
47   4   1   4   4,25531914893617
46   2   1   4   4,34782608695652
46   4   1   4   4,34782608695652
46   2   1   4   4,34782608695652
45   4   1   4   4,44444444444444
45   5   1   4   4,44444444444444
45   4   1   4   4,44444444444444
45   2   1   4   4,44444444444444
44   2   1   4   4,54545454545455
44   4   1   4   4,54545454545455
44   6   1   4   4,54545454545455
44   3   1   4   4,54545454545455
43   4   1   4   4,65116279069767
43   2   1   4   4,65116279069767
43   5   1   4   4,65116279069767
43   5   1   4   4,65116279069767
42   2   1   4   4,76190476190476
42   6   1   4   4,76190476190476
42   5   1   4   4,76190476190476
42   2   1   4   4,76190476190476
42   2   1   4   4,76190476190476
42   3   1   4   4,76190476190476
42   7   1   4   4,76190476190476
41   2   1   4   4,8780487804878
41   2   1   4   4,8780487804878
40   2   1   5   5
40   2   1   5   5
40   3   1   5   5
40   6   1   5   5
40   2   1   5   5
40   2   1   5   5
40   2   1   5   5
40   5   1   5   5
40   5   1   5   5
40   6   1   5   5
40   2   1   5   5
39   2   1   5   5,12820512820513
39   2   1   5   5,12820512820513
39   4   1   5   5,12820512820513
39   4   1   5   5,12820512820513
39   4   1   5   5,12820512820513
38   5   1   5   5,26315789473684
38   7   1   5   5,26315789473684
38   2   1   5   5,26315789473684
38   4   1   5   5,26315789473684
38   2   1   5   5,26315789473684
38   2   1   5   5,26315789473684
38   5   1   5   5,26315789473684
38   2   1   5   5,26315789473684
38   3   1   5   5,26315789473684
37   2   1   5   5,40540540540541
37   7   1   5   5,40540540540541
36   2   1   5   5,55555555555556
36   4   1   5   5,55555555555556
36   2   1   5   5,55555555555556
36   2   1   5   5,55555555555556
36   4   1   5   5,55555555555556
36   3   1   5   5,55555555555556
36   5   1   5   5,55555555555556
36   2   1   5   5,55555555555556
36   2   1   5   5,55555555555556
36   5   1   5   5,55555555555556
36   3   1   5   5,55555555555556
36   6   1   5   5,55555555555556
35   2   1   5   5,71428571428571
35   3   1   5   5,71428571428571
35   7   1   5   5,71428571428571
35   2   1   5   5,71428571428571
35   2   1   5   5,71428571428571
35   3   1   5   5,71428571428571
35   4   1   5   5,71428571428571
35   7   1   5   5,71428571428571
34   4   1   5   5,88235294117647
34   5   1   5   5,88235294117647
34   2   1   5   5,88235294117647
34   4   1   5   5,88235294117647
34   5   1   5   5,88235294117647
34   4   1   5   5,88235294117647
34   2   1   5   5,88235294117647
34   5   1   5   5,88235294117647
33   2   1   6   6,06060606060606
33   7   1   6   6,06060606060606
33   2   1   6   6,06060606060606
33   4   1   6   6,06060606060606
33   6   1   6   6,06060606060606
32   2   1   6   6,25
32   4   1   6   6,25
32   5   1   6   6,25
32   5   1   6   6,25
31   4   1   6   6,45161290322581
31   2   1   6   6,45161290322581
31   2   1   6   6,45161290322581
30   5   1   6   6,66666666666667
30   6   1   6   6,66666666666667
30   2   1   6   6,66666666666667
30   5   1   6   6,66666666666667
30   6   1   6   6,66666666666667
30   2   1   6   6,66666666666667
30   3   1   6   6,66666666666667
29   3   1   6   6,89655172413793
29   4   1   6   6,89655172413793
29   5   1   6   6,89655172413793
29   2   1   6   6,89655172413793
29   4   1   6   6,89655172413793
29   3   1   6   6,89655172413793
29   10   2   6   6,89655172413793
29   11   2   6   6,89655172413793
28   3   2   7   7,14285714285714
